step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
15,PAYMENT,1446.03,C1000065,9297.36,7851.33,M1494599,0.0,0.0,0,0
16,CASH_IN,1089.48,C1000065,7851.33,8940.81,C8906494,16138.88,15049.4,0,0
17,CASH_OUT,4267.95,C1000065,8940.81,4672.86,C8936906,14271.73,18539.68,0,0
18,CASH_IN,2765.23,C1000065,4672.86,7438.09,C8111760,3257.13,491.9,0,0
1,PAYMENT,5567.46,C1000066,15877.17,10309.71,M1605136,0.0,0.0,0,0
2,PAYMENT,667.33,C1000066,10309.71,9642.38,M1264574,0.0,0.0,0,0
3,PAYMENT,1657.96,C1000066,9642.38,7984.42,M1824520,0.0,0.0,0,0
4,PAYMENT,1173.79,C1000066,7984.42,6810.63,M1032809,0.0,0.0,0,0
5,TRANSFER,2323.3,C1000066,6810.63,4487.33,C8980216,6558.48,8881.78,0,0
6,PAYMENT,132.6,C1000066,4487.33,4354.73,M1339007,0.0,0.0,0,0
7,PAYMENT,3299.87,C1000066,4354.73,1054.86,M1599496,0.0,0.0,0,0
8,CASH_IN,4058.54,C1000066,1054.86,5113.4,C8990808,10636.48,6577.94,0,0
9,PAYMENT,3961.98,C1000066,5113.4,1151.42,M1068003,0.0,0.0,0,0
10,CASH_IN,7169.26,C1000066,1151.42,8320.68,C8764755,8686.98,1517.72,0,0
11,CASH_IN,6460.87,C1000066,8320.68,14781.55,C8068066,6169.19,0.0,0,0
12,PAYMENT,5965.73,C1000066,14781.55,8815.82,M1929241,0.0,0.0,0,0
1,CASH_IN,6403.82,C1000067,53185.91,59589.73,C8519412,12048.21,5644.39,0,0
2,PAYMENT,1670.02,C1000067,59589.73,57919.71,M1856859,0.0,0.0,0,0
3,TRANSFER,273.9,C1000067,57919.71,57645.81,C8659230,5304.27,5578.17,0,0
4,TRANSFER,57645.81,C1000067,57645.81,0.0,C8971192,0.0,0.0,1,0
5,TRANSFER,46.38,C1000067,0.0,0.0,C8392734,5406.82,5453.2,0,0
6,CASH_IN,3436.47,C1000067,0.0,3436.47,C8740390,6556.15,3119.68,0,0
1,PAYMENT,2124.54,C1000068,22075.04,19950.5,M1608384,0.0,0.0,0,0
2,TRANSFER,4947.0,C1000068,19950.5,15003.5,C8565789,5134.44,10081.44,0,0
3,CASH_IN,6288.54,C1000068,15003.5,21292.04,C8578266,19351.86,13063.32,0,0
4,PAYMENT,3168.23,C1000068,21292.04,18123.81,M1838135,0.0,0.0,0,0
5,PAYMENT,4913.0,C1000068,18123.81,13210.81,M1303328,0.0,0.0,0,0
6,PAYMENT,5579.0,C1000068,13210.81,7631.81,M1584161,0.0,0.0,0,0
7,PAYMENT,3391.9,C1000068,7631.81,4239.91,M1383285,0.0,0.0,0,0
8,PAYMENT,2542.9,C1000068,4239.91,1697.01,M1721039,0.0,0.0,0,0
9,CASH_IN,586.84,C1000068,1697.01,2283.85,C8294884,10244.86,9658.02,0,0
10,DEBIT,288.67,C1000068,2283.85,1995.18,C8258556,18741.03,19029.7,0,0
11,CASH_IN,1528.5,C1000068,1995.18,3523.68,C8120609,6465.32,4936.82,0,0
12,CASH_IN,3569.12,C1000068,3523.68,7092.8,C8587634,3125.83,0.0,0,0
1,CASH_OUT,5535.7,C1000069,37517.47,31981.77,C8999764,1755.19,7290.89,0,0
2,PAYMENT,5579.2,C1000069,31981.77,26402.57,M1654805,0.0,0.0,0,0
3,PAYMENT,2143.89,C1000069,26402.57,24258.68,M1947492,0.0,0.0,0,0
1,PAYMENT,4237.53,C1000070,16823.53,12586.0,M1416161,0.0,0.0,0,0
2,PAYMENT,251.73,C1000070,12586.0,12334.27,M1116498,0.0,0.0,0,0
3,PAYMENT,3939.65,C1000070,12334.27,8394.62,M1653729,0.0,0.0,0,0
4,PAYMENT,5700.11,C1000070,8394.62,2694.51,M1888719,0.0,0.0,0,0
5,CASH_IN,1134.94,C1000070,2694.51,3829.45,C8748513,6403.22,5268.28,0,0
6,TRANSFER,2066.33,C1000070,3829.45,1763.12,C8467394,1212.61,3278.94,0,0
7,TRANSFER,463.71,C1000070,1763.12,1299.41,C8296868,7718.43,8182.14,0,0
8,PAYMENT,355.07,C1000070,1299.41,944.34,M1307252,0.0,0.0,0,0
9,TRANSFER,339.25,C1000070,944.34,605.09,C8626951,10678.11,11017.36,0,0
10,CASH_IN,3062.0,C1000070,605.09,3667.09,C8265657,11750.39,8688.39,0,0
11,CASH_OUT,3338.11,C1000070,3667.09,328.98,C8966201,15873.45,19211.56,0,0
12,PAYMENT,152.58,C1000070,328.98,176.4,M1990374,0.0,0.0,0,0
13,CASH_IN,3694.09,C1000070,176.4,3870.49,C8698317,1855.71,0.0,0,0
14,CASH_OUT,507.33,C1000070,3870.49,3363.16,C8704294,10153.54,10660.87,0,0
15,CASH_IN,6961.43,C1000070,3363.16,10324.59,C8751518,12578.96,5617.53,0,0
1,PAYMENT,3346.02,C1000071,67711.49,64365.47,M1754569,0.0,0.0,0,0
2,PAYMENT,5164.87,C1000071,64365.47,59200.6,M1750538,0.0,0.0,0,0
3,TRANSFER,1144.86,C1000071,59200.6,58055.74,C8648397,6780.47,7925.33,0,0
4,CASH_IN,1674.66,C1000071,58055.74,59730.4,C8494822,1871.66,197.0,0,0
5,CASH_IN,1638.37,C1000071,59730.4,61368.77,C8888027,5846.23,4207.86,0,0
6,CASH_IN,5680.07,C1000071,61368.77,67048.84,C8214652,12210.44,6530.37,0,0
7,PAYMENT,256.35,C1000071,67048.84,66792.49,M1307628,0.0,0.0,0,0
8,CASH_IN,393.24,C1000071,66792.49,67185.73,C8955551,97.15,0.0,0,0
9,CASH_IN,6064.2,C1000071,67185.73,73249.93,C8729494,9432.8,3368.6,0,0
10,CASH_OUT,2628.1,C1000071,73249.93,70621.83,C8092393,10434.28,13062.38,0,0
11,TRANSFER,3597.04,C1000071,70621.83,67024.79,C8324643,17962.4,21559.44,0,0
1,TRANSFER,1739.09,C1000072,32005.31,30266.22,C8078743,3490.74,5229.83,0,0
2,CASH_IN,3995.5,C1000072,30266.22,34261.72,C8842662,18384.91,14389.41,0,0
3,PAYMENT,2431.58,C1000072,34261.72,31830.14,M1032592,0.0,0.0,0,0
4,PAYMENT,1591.12,C1000072,31830.14,30239.02,M1397380,0.0,0.0,0,0
5,PAYMENT,1204.74,C1000072,30239.02,29034.28,M1986028,0.0,0.0,0,0
6,CASH_OUT,2998.03,C1000072,29034.28,26036.25,C8832145,7534.71,10532.74,0,0
7,CASH_IN,1151.72,C1000072,26036.25,27187.97,C8580437,8567.85,7416.13,0,0
8,CASH_IN,6952.48,C1000072,27187.97,34140.45,C8555594,7391.43,438.95,0,0
9,PAYMENT,1038.51,C1000072,34140.45,33101.94,M1567745,0.0,0.0,0,0
10,PAYMENT,4372.73,C1000072,33101.94,28729.21,M1948376,0.0,0.0,0,0
11,CASH_IN,577.87,C1000072,28729.21,29307.08,C8288059,17250.96,16673.09,0,0
12,CASH_IN,756.98,C1000072,29307.08,30064.06,C8888311,475.13,0.0,0,0
13,CASH_IN,1915.89,C1000072,30064.06,31979.95,C8056288,10965.47,9049.58,0,0
14,TRANSFER,4777.24,C1000072,31979.95,27202.71,C8886478,10013.22,14790.46,0,0
15,CASH_IN,1243.53,C1000072,27202.71,28446.24,C8488897,16614.08,15370.55,0,0
16,PAYMENT,2876.34,C1000072,28446.24,25569.9,M1098254,0.0,0.0,0,0
1,TRANSFER,2212.15,C1000073,55446.74,53234.59,C8349840,9244.56,11456.71,0,0
2,PAYMENT,1846.77,C1000073,53234.59,51387.82,M1521442,0.0,0.0,0,0
3,PAYMENT,2202.98,C1000073,51387.82,49184.84,M1040696,0.0,0.0,0,0
4,CASH_IN,4836.85,C1000073,49184.84,54021.69,C8149941,2675.73,0.0,0,0
5,CASH_IN,6788.95,C1000073,54021.69,60810.64,C8436710,4750.71,0.0,0,0
6,PAYMENT,302.56,C1000073,60810.64,60508.08,M1150600,0.0,0.0,0,0
7,CASH_IN,7898.13,C1000073,60508.08,68406.21,C8335492,897.61,0.0,0,0
8,PAYMENT,3560.95,C1000073,68406.21,64845.26,M1748070,0.0,0.0,0,0
9,CASH_IN,2905.67,C1000073,64845.26,67750.93,C8306132,218.69,0.0,0,0
10,CASH_IN,2098.06,C1000073,67750.93,69848.99,C8595188,3789.83,1691.77,0,0
11,PAYMENT,3340.43,C1000073,69848.99,66508.56,M1611844,0.0,0.0,0,0
12,CASH_IN,6036.93,C1000073,66508.56,72545.49,C8596444,17850.83,11813.9,0,0
13,CASH_IN,2015.77,C1000073,72545.49,74561.26,C8746215,11117.55,9101.78,0,0
14,PAYMENT,5593.03,C1000073,74561.26,68968.23,M1297411,0.0,0.0,0,0
15,CASH_IN,7797.99,C1000073,68968.23,76766.22,C8196930,8338.25,540.26,0,0
16,CASH_OUT,661.58,C1000073,76766.22,76104.64,C8537437,4734.04,5395.62,0,0
17,CASH_OUT,422.9,C1000073,76104.64,75681.74,C8850742,2476.87,2899.77,0,0
1,CASH_IN,5819.32,C1000074,61695.06,67514.38,C8055586,1372.42,0.0,0,0
2,DEBIT,4548.95,C1000074,67514.38,62965.43,C8691846,16563.96,21112.91,0,0
3,CASH_IN,4710.1,C1000074,62965.43,67675.53,C8921708,6449.27,1739.17,0,0
1,TRANSFER,4541.6,C1000075,47826.7,43285.1,C8380042,3207.79,7749.39,0,0
2,PAYMENT,3245.84,C1000075,43285.1,40039.26,M1997666,0.0,0.0,0,0
3,CASH_OUT,3437.99,C1000075,40039.26,36601.27,C8058096,8085.53,11523.52,0,0
4,CASH_OUT,3519.44,C1000075,36601.27,33081.83,C8049073,13146.68,16666.12,0,0
5,CASH_IN,5150.3,C1000075,33081.83,38232.13,C8798524,15804.86,10654.56,0,0
6,CASH_OUT,3645.05,C1000075,38232.13,34587.08,C8624760,2023.87,5668.92,0,0
7,PAYMENT,3173.85,C1000075,34587.08,31413.23,M1976438,0.0,0.0,0,0
8,DEBIT,560.64,C1000075,31413.23,30852.59,C8872986,11845.5,12406.14,0,0
9,PAYMENT,4409.42,C1000075,30852.59,26443.17,M1899428,0.0,0.0,0,0
10,CASH_OUT,3556.35,C1000075,26443.17,22886.82,C8827440,6771.83,10328.18,0,0
11,CASH_OUT,5187.37,C1000075,22886.82,17699.45,C8035833,10395.07,15582.44,0,0
12,TRANSFER,321.27,C1000075,17699.45,17378.18,C8723319,2860.15,3181.42,0,0
13,PAYMENT,2252.83,C1000075,17378.18,15125.35,M1918764,0.0,0.0,0,0
14,CASH_OUT,1424.34,C1000075,15125.35,13701.01,C8944142,2115.0,3539.34,0,0
15,PAYMENT,4898.07,C1000075,13701.01,8802.94,M1855415,0.0,0.0,0,0
1,CASH_OUT,5755.39,C1000076,64610.99,58855.6,C8187162,1018.88,6774.27,0,0
2,CASH_IN,7075.15,C1000076,58855.6,65930.75,C8402137,10442.83,3367.68,0,0
3,CASH_OUT,1286.21,C1000076,65930.75,64644.54,C8746707,9972.0,11258.21,0,0
4,PAYMENT,4104.43,C1000076,64644.54,60540.11,M1819449,0.0,0.0,0,0
5,CASH_IN,6641.75,C1000076,60540.11,67181.86,C8845119,5543.96,0.0,0,0
6,CASH_IN,7499.65,C1000076,67181.86,74681.51,C8053325,10648.31,3148.66,0,0
7,DEBIT,2786.35,C1000076,74681.51,71895.16,C8682602,2388.97,5175.32,0,0
8,PAYMENT,1411.74,C1000076,71895.16,70483.42,M1419764,0.0,0.0,0,0
9,CASH_IN,1209.37,C1000076,70483.42,71692.79,C8914684,4533.97,3324.6,0,0
10,PAYMENT,995.98,C1000076,71692.79,70696.81,M1548613,0.0,0.0,0,0
1,PAYMENT,5482.33,C1000077,50840.42,45358.09,M1368092,0.0,0.0,0,0
2,CASH_IN,6641.25,C1000077,45358.09,51999.34,C8538240,12625.72,5984.47,0,0
3,DEBIT,4149.16,C1000077,51999.34,47850.18,C8620146,329.64,4478.8,0,0
4,CASH_IN,4705.55,C1000077,47850.18,52555.73,C8143290,15629.32,10923.77,0,0
5,PAYMENT,3068.21,C1000077,52555.73,49487.52,M1377281,0.0,0.0,0,0
6,CASH_OUT,2633.2,C1000077,49487.52,46854.32,C8519580,4996.52,7629.72,0,0
7,CASH_OUT,2264.16,C1000077,46854.32,44590.16,C8339716,19398.64,21662.8,0,0
8,PAYMENT,1931.6,C1000077,44590.16,42658.56,M1937790,0.0,0.0,0,0
9,CASH_OUT,3005.7,C1000077,42658.56,39652.86,C8293960,12874.81,15880.51,0,0
10,CASH_IN,2317.51,C1000077,39652.86,41970.37,C8992463,13855.43,11537.92,0,0
11,PAYMENT,2793.04,C1000077,41970.37,39177.33,M1025040,0.0,0.0,0,0
12,PAYMENT,3713.66,C1000077,39177.33,35463.67,M1615199,0.0,0.0,0,0
13,CASH_IN,4156.77,C1000077,35463.67,39620.44,C8678309,12078.89,7922.12,0,0
14,TRANSFER,266.69,C1000077,39620.44,39353.75,C8726041,13099.92,13366.61,0,0
15,CASH_IN,175.64,C1000077,39353.75,39529.39,C8099951,11151.67,10976.03,0,0
16,CASH_IN,6622.86,C1000077,39529.39,46152.25,C8158515,10904.1,4281.24,0,0
1,CASH_IN,256.84,C1000078,68999.37,69256.21,C8354989,16724.0,16467.16,0,0
2,PAYMENT,43.29,C1000078,69256.21,69212.92,M1076740,0.0,0.0,0,0
3,CASH_OUT,2019.47,C1000078,69212.92,67193.45,C8204604,9021.8,11041.27,0,0
4,TRANSFER,4610.61,C1000078,67193.45,62582.84,C8165992,17862.61,22473.22,0,0
5,DEBIT,763.97,C1000078,62582.84,61818.87,C8818257,18266.37,19030.34,0,0
6,PAYMENT,2453.0,C1000078,61818.87,59365.87,M1295390,0.0,0.0,0,0
7,CASH_IN,7607.79,C1000078,59365.87,66973.66,C8836505,8224.06,616.27,0,0
8,CASH_OUT,4525.69,C1000078,66973.66,62447.97,C8667396,631.63,5157.32,0,0
9,PAYMENT,3692.91,C1000078,62447.97,58755.06,M1803766,0.0,0.0,0,0
10,DEBIT,2120.31,C1000078,58755.06,56634.75,C8232552,17732.91,19853.22,0,0
11,CASH_IN,3968.06,C1000078,56634.75,60602.81,C8086281,15457.9,11489.84,0,0
12,CASH_OUT,1200.94,C1000078,60602.81,59401.87,C8271137,17217.72,18418.66,0,0
13,CASH_IN,7222.09,C1000078,59401.87,66623.96,C8909375,17549.54,10327.45,0,0
14,PAYMENT,5592.31,C1000078,66623.96,61031.65,M1959595,0.0,0.0,0,0
1,PAYMENT,1463.06,C1000079,45709.16,44246.1,M1422494,0.0,0.0,0,0
2,PAYMENT,2989.46,C1000079,44246.1,41256.64,M1833303,0.0,0.0,0,0
3,DEBIT,3135.43,C1000079,41256.64,38121.21,C8887760,8571.86,11707.29,0,0
4,CASH_OUT,1271.48,C1000079,38121.21,36849.73,C8249424,3967.66,5239.14,0,0
5,CASH_IN,6091.88,C1000079,36849.73,42941.61,C8822935,11497.38,5405.5,0,0
6,CASH_IN,2363.85,C1000079,42941.61,45305.46,C8339340,17632.34,15268.49,0,0
7,CASH_IN,5333.41,C1000079,45305.46,50638.87,C8729409,16926.86,11593.45,0,0
1,CASH_OUT,5563.16,C1000080,65485.42,59922.26,C8420162,7888.52,13451.68,0,0
2,CASH_OUT,653.54,C1000080,59922.26,59268.72,C8762666,16813.92,17467.46,0,0
3,TRANSFER,2376.62,C1000080,59268.72,56892.1,C8225774,4919.62,7296.24,0,0
4,CASH_OUT,4838.79,C1000080,56892.1,52053.31,C8390903,1402.29,6241.08,0,0
5,CASH_OUT,2814.29,C1000080,52053.31,49239.02,C8895163,12285.64,15099.93,0,0
6,CASH_OUT,2403.9,C1000080,49239.02,46835.12,C8497837,11639.98,14043.88,0,0
7,CASH_OUT,2843.42,C1000080,46835.12,43991.7,C8471880,16356.71,19200.13,0,0
8,CASH_IN,2763.96,C1000080,43991.7,46755.66,C8582848,16011.54,13247.58,0,0
1,CASH_IN,1948.34,C1000081,47449.23,49397.57,C8170785,13428.07,11479.73,0,0
2,CASH_OUT,5692.91,C1000081,49397.57,43704.66,C8255124,7626.15,13319.06,0,0
3,CASH_IN,7896.21,C1000081,43704.66,51600.87,C8179121,17497.02,9600.81,0,0
1,CASH_IN,5525.58,C1000082,4507.65,10033.23,C8024778,10654.81,5129.23,0,0
2,CASH_IN,5690.99,C1000082,10033.23,15724.22,C8387863,9368.11,3677.12,0,0
3,CASH_IN,1878.09,C1000082,15724.22,17602.31,C8558423,3407.83,1529.74,0,0
4,CASH_IN,2015.69,C1000082,17602.31,19618.0,C8642803,4993.41,2977.72,0,0
5,PAYMENT,5166.17,C1000082,19618.0,14451.83,M1961517,0.0,0.0,0,0
6,CASH_OUT,5945.42,C1000082,14451.83,8506.41,C8226397,242.82,6188.24,0,0
7,CASH_OUT,3083.49,C1000082,8506.41,5422.92,C8922615,7105.63,10189.12,0,0
8,TRANSFER,927.36,C1000082,5422.92,4495.56,C8807446,14816.3,15743.66,0,0
1,PAYMENT,1806.58,C1000083,32689.65,30883.07,M1136663,0.0,0.0,0,0
2,CASH_OUT,2017.88,C1000083,30883.07,28865.19,C8552223,9200.75,11218.63,0,0
3,PAYMENT,3187.16,C1000083,28865.19,25678.03,M1272044,0.0,0.0,0,0
4,CASH_IN,4623.59,C1000083,25678.03,30301.62,C8301819,1862.19,0.0,0,0
5,PAYMENT,4593.58,C1000083,30301.62,25708.04,M1844407,0.0,0.0,0,0
6,TRANSFER,4700.91,C1000083,25708.04,21007.13,C8176927,3733.24,8434.15,0,0
7,CASH_OUT,216.96,C1000083,21007.13,20790.17,C8206272,4505.95,4722.91,0,0
8,CASH_IN,6707.2,C1000083,20790.17,27497.37,C8567248,1615.71,0.0,0,0
9,CASH_IN,6963.99,C1000083,27497.37,34461.36,C8882076,13968.57,7004.58,0,0
10,DEBIT,3160.06,C1000083,34461.36,31301.3,C8436807,18382.19,21542.25,0,0
1,CASH_OUT,4058.56,C1000084,26629.63,22571.07,C8944804,16822.4,20880.96,0,0
2,CASH_OUT,22571.07,C1000084,22571.07,0.0,C8990999,0.0,0.0,1,0
1,CASH_OUT,71218.99,C1000085,71218.99,0.0,C8219357,0.0,0.0,1,0
1,PAYMENT,828.62,C1000086,52590.55,51761.93,M1475838,0.0,0.0,0,0
2,PAYMENT,3833.98,C1000086,51761.93,47927.95,M1116947,0.0,0.0,0,0
3,TRANSFER,1315.47,C1000086,47927.95,46612.48,C8761781,13736.99,15052.46,0,0
1,CASH_IN,647.36,C1000087,74926.71,75574.07,C8223917,14796.62,14149.26,0,0
2,CASH_IN,4658.33,C1000087,75574.07,80232.4,C8988446,12535.32,7876.99,0,0
3,TRANSFER,4083.32,C1000087,80232.4,76149.08,C8753187,19964.57,24047.89,0,0
4,CASH_OUT,386.6,C1000087,76149.08,75762.48,C8770394,11917.16,12303.76,0,0
5,PAYMENT,1483.69,C1000087,75762.48,74278.79,M1639921,0.0,0.0,0,0
6,CASH_IN,1511.27,C1000087,74278.79,75790.06,C8328779,3315.06,1803.79,0,0
7,PAYMENT,5241.97,C1000087,75790.06,70548.09,M1207882,0.0,0.0,0,0
8,PAYMENT,189.19,C1000087,70548.09,70358.9,M1693504,0.0,0.0,0,0
9,CASH_OUT,1709.56,C1000087,70358.9,68649.34,C8766569,8692.08,10401.64,0,0
10,CASH_IN,2338.08,C1000087,68649.34,70987.42,C8596725,13582.91,11244.83,0,0
11,PAYMENT,5736.05,C1000087,70987.42,65251.37,M1974141,0.0,0.0,0,0
12,CASH_IN,3748.44,C1000087,65251.37,68999.81,C8980756,4399.87,651.43,0,0
13,CASH_IN,5904.02,C1000087,68999.81,74903.83,C8860475,4439.08,0.0,0,0
14,CASH_OUT,4961.94,C1000087,74903.83,69941.89,C8451214,13676.89,18638.83,0,0
1,PAYMENT,4725.91,C1000088,23096.67,18370.76,M1649826,0.0,0.0,0,0
2,TRANSFER,2640.67,C1000088,18370.76,15730.09,C8758637,4188.55,6829.22,0,0
3,CASH_OUT,1410.67,C1000088,15730.09,14319.42,C8245356,1284.18,2694.85,0,0
4,CASH_IN,3042.93,C1000088,14319.42,17362.35,C8277245,7604.71,4561.78,0,0
5,CASH_IN,2600.65,C1000088,17362.35,19963.0,C8431317,15160.72,12560.07,0,0
6,CASH_IN,5303.9,C1000088,19963.0,25266.9,C8199819,8633.62,3329.72,0,0
7,CASH_OUT,2498.28,C1000088,25266.9,22768.62,C8747788,10505.66,13003.94,0,0
8,PAYMENT,643.42,C1000088,22768.62,22125.2,M1414890,0.0,0.0,0,0
9,PAYMENT,2474.44,C1000088,22125.2,19650.76,M1414851,0.0,0.0,0,0
10,CASH_OUT,5585.65,C1000088,19650.76,14065.11,C8224464,12429.17,18014.82,0,0
11,CASH_OUT,141.16,C1000088,14065.11,13923.95,C8036222,4990.96,5132.12,0,0
12,PAYMENT,1316.43,C1000088,13923.95,12607.52,M1119401,0.0,0.0,0,0
13,TRANSFER,3183.66,C1000088,12607.52,9423.86,C8274569,19.8,3203.46,0,0
14,PAYMENT,579.53,C1000088,9423.86,8844.33,M1314634,0.0,0.0,0,0
15,PAYMENT,3299.42,C1000088,8844.33,5544.91,M1549672,0.0,0.0,0,0
16,PAYMENT,153.87,C1000088,5544.91,5391.04,M1492570,0.0,0.0,0,0
17,PAYMENT,701.36,C1000088,5391.04,4689.68,M1941365,0.0,0.0,0,0
18,PAYMENT,4602.25,C1000088,4689.68,87.43,M1569638,0.0,0.0,0,0
1,CASH_IN,1671.9,C1000089,78962.46,80634.36,C8562570,12461.43,10789.53,0,0
2,TRANSFER,5588.84,C1000089,80634.36,75045.52,C8420083,2984.55,8573.39,0,0
3,CASH_IN,3064.04,C1000089,75045.52,78109.56,C8299285,12975.5,9911.46,0,0
4,PAYMENT,5538.73,C1000089,78109.56,72570.83,M1967905,0.0,0.0,0,0
5,CASH_OUT,4232.29,C1000089,72570.83,68338.54,C8872315,10667.75,14900.04,0,0
6,DEBIT,2748.36,C1000089,68338.54,65590.18,C8149184,3099.7,5848.06,0,0
7,PAYMENT,5129.27,C1000089,65590.18,60460.91,M1877366,0.0,0.0,0,0
8,CASH_IN,7995.15,C1000089,60460.91,68456.06,C8034470,149.66,0.0,0,0
9,PAYMENT,4051.38,C1000089,68456.06,64404.68,M1603816,0.0,0.0,0,0
10,CASH_OUT,4110.32,C1000089,64404.68,60294.36,C8059990,11762.93,15873.25,0,0
11,TRANSFER,4189.75,C1000089,60294.36,56104.61,C8514384,4152.74,8342.49,0,0
12,CASH_OUT,5293.81,C1000089,56104.61,50810.8,C8594293,13336.67,18630.48,0,0
13,CASH_OUT,1943.07,C1000089,50810.8,48867.73,C8711781,4892.54,6835.61,0,0
14,PAYMENT,5920.02,C1000089,48867.73,42947.71,M1085886,0.0,0.0,0,0
1,TRANSFER,1959.95,C1000090,15154.3,13194.35,C8814875,15967.02,17926.97,0,0
1,PAYMENT,5482.02,C1000091,13979.07,8497.05,M1875293,0.0,0.0,0,0
2,CASH_OUT,2031.56,C1000091,8497.05,6465.49,C8688492,236.18,2267.74,0,0
3,PAYMENT,5485.84,C1000091,6465.49,979.65,M1157025,0.0,0.0,0,0
4,CASH_IN,7759.86,C1000091,979.65,8739.51,C8743222,2015.23,0.0,0,0
5,PAYMENT,3266.79,C1000091,8739.51,5472.72,M1592178,0.0,0.0,0,0
6,PAYMENT,1565.66,C1000091,5472.72,3907.06,M1158888,0.0,0.0,0,0
7,PAYMENT,1843.55,C1000091,3907.06,2063.51,M1573844,0.0,0.0,0,0
8,DEBIT,281.94,C1000091,2063.51,1781.57,C8261268,10114.49,10396.43,0,0
9,CASH_IN,5248.55,C1000091,1781.57,7030.12,C8930593,14200.02,8951.47,0,0
10,CASH_IN,7007.04,C1000091,7030.12,14037.16,C8829638,12272.11,5265.07,0,0
11,PAYMENT,3645.38,C1000091,14037.16,10391.78,M1278216,0.0,0.0,0,0
12,PAYMENT,1462.93,C1000091,10391.78,8928.85,M1497445,0.0,0.0,0,0
13,CASH_OUT,978.82,C1000091,8928.85,7950.03,C8060707,12208.15,13186.97,0,0
14,CASH_IN,6583.95,C1000091,7950.03,14533.98,C8913822,6190.87,0.0,0,0
1,PAYMENT,5875.87,C1000092,38885.2,33009.33,M1752889,0.0,0.0,0,0
2,CASH_IN,4773.06,C1000092,33009.33,37782.39,C8098079,4897.09,124.03,0,0
3,CASH_IN,721.62,C1000092,37782.39,38504.01,C8657034,15488.36,14766.74,0,0
4,PAYMENT,495.44,C1000092,38504.01,38008.57,M1589984,0.0,0.0,0,0
5,CASH_IN,2378.84,C1000092,38008.57,40387.41,C8488525,17786.04,15407.2,0,0
6,CASH_IN,2264.92,C1000092,40387.41,42652.33,C8762072,14178.89,11913.97,0,0
7,CASH_IN,777.9,C1000092,42652.33,43430.23,C8435776,6523.25,5745.35,0,0
8,TRANSFER,4459.15,C1000092,43430.23,38971.08,C8234672,9484.85,13944.0,0,0
9,CASH_OUT,1898.65,C1000092,38971.08,37072.43,C8414905,5338.67,7237.32,0,0
10,CASH_IN,4839.21,C1000092,37072.43,41911.64,C8141289,7559.77,2720.56,0,0
11,CASH_IN,562.44,C1000092,41911.64,42474.08,C8382721,5077.82,4515.38,0,0
12,CASH_IN,5663.48,C1000092,42474.08,48137.56,C8230102,12355.72,6692.24,0,0
13,PAYMENT,1122.17,C1000092,48137.56,47015.39,M1576925,0.0,0.0,0,0
1,CASH_OUT,4502.1,C1000093,74093.87,69591.77,C8210615,9219.62,13721.72,0,0
2,DEBIT,5513.61,C1000093,69591.77,64078.16,C8975403,4973.49,10487.1,0,0
1,CASH_OUT,2983.3,C1000094,52578.96,49595.66,C8097544,12346.94,15330.24,0,0
2,PAYMENT,1309.11,C1000094,49595.66,48286.55,M1504343,0.0,0.0,0,0
3,CASH_OUT,2662.57,C1000094,48286.55,45623.98,C8269899,4889.52,7552.09,0,0
4,CASH_IN,3022.68,C1000094,45623.98,48646.66,C8913923,8920.63,5897.95,0,0
5,PAYMENT,4395.13,C1000094,48646.66,44251.53,M1409700,0.0,0.0,0,0
6,CASH_OUT,117.22,C1000094,44251.53,44134.31,C8531205,16315.27,16432.49,0,0
7,CASH_IN,6959.28,C1000094,44134.31,51093.59,C8964012,18136.15,11176.87,0,0
8,PAYMENT,3673.53,C1000094,51093.59,47420.06,M1087434,0.0,0.0,0,0
9,PAYMENT,1347.27,C1000094,47420.06,46072.79,M1608807,0.0,0.0,0,0
10,PAYMENT,3962.7,C1000094,46072.79,42110.09,M1302516,0.0,0.0,0,0
11,CASH_IN,2564.39,C1000094,42110.09,44674.48,C8780918,4105.2,1540.81,0,0
12,CASH_OUT,3289.94,C1000094,44674.48,41384.54,C8799513,17496.46,20786.4,0,0
1,CASH_OUT,303.89,C1000095,68320.47,68016.58,C8265014,7805.52,8109.41,0,0
2,PAYMENT,1036.24,C1000095,68016.58,66980.34,M1083561,0.0,0.0,0,0
3,CASH_IN,1603.59,C1000095,66980.34,68583.93,C8706149,19187.59,17584.0,0,0
4,DEBIT,4062.59,C1000095,68583.93,64521.34,C8760838,6629.49,10692.08,0,0
5,DEBIT,1136.42,C1000095,64521.34,63384.92,C8023566,6035.87,7172.29,0,0
6,PAYMENT,4272.75,C1000095,63384.92,59112.17,M1937704,0.0,0.0,0,0
7,DEBIT,2718.77,C1000095,59112.17,56393.4,C8475267,3189.86,5908.63,0,0
8,DEBIT,1638.25,C1000095,56393.4,54755.15,C8632445,5456.72,7094.97,0,0
9,PAYMENT,2007.62,C1000095,54755.15,52747.53,M1802477,0.0,0.0,0,0
10,CASH_OUT,1158.71,C1000095,52747.53,51588.82,C8331250,3860.15,5018.86,0,0
11,CASH_OUT,790.69,C1000095,51588.82,50798.13,C8624297,18878.94,19669.63,0,0
